Hydrocarbon,Ti (K),equivalent ratio,Pressure (atm),LBV (cm/s)
Ammonia-air (XNH3=0.3),750.0,1.202,5.0,87.978
Ammonia-air (XNH3=0.3),750.0,1.3,5.0,69.7
Ammonia-air (XNH3=0.3),750.0,1.302,1.0,135.418
Ammonia-air (XNH3=0.3),750.0,1.302,5.0,69.65
Ammonia-air (XNH3=0.3),750.0,1.403,1.0,120.323
Ammonia-air (XNH3=0.3),750.0,1.405,5.0,58.868
Ammonia-air (XNH3=0.3),750.6,1.3,1.0,129.6
Ammonia-air (XNH3=0.3),754.5,1.0,5.0,72.6
Ammonia-air (XNH3=0.3),756.0,0.7,1.0,125.7
C3H8,300.0,0.195,1.0,14.355
C3H8,300.0,0.199,1.0,12.98
C3H8,300.0,0.402,1.0,9.6
C3H8,300.0,0.406,1.0,22.723
C3H8,300.0,0.597,1.0,34.89
C3H8,300.0,0.6,1.0,23.88
C3H8,300.0,0.604,1.0,23.715
C3H8,300.0,0.695,1.0,24.79
C3H8,300.0,0.696,1.0,29.02
C3H8,300.0,0.697,1.0,22.92
C3H8,300.0,0.698,1.0,13.237
C3H8,300.0,0.698,1.0,25.547
C3H8,300.0,0.698,1.0,26.51
C3H8,300.0,0.7,1.0,17.41
C3H8,300.0,0.702,1.0,10.091
C3H8,300.0,0.703,1.0,23.8
C3H8,300.0,0.795,1.0,28.67
C3H8,300.0,0.795,1.0,26.877
C3H8,300.0,0.796,1.0,30.6
C3H8,300.0,0.796,1.0,32.56
C3H8,300.0,0.797,1.0,21.796
C3H8,300.0,0.798,1.0,27.1
C3H8,300.0,0.799,1.0,24.88
C3H8,300.0,0.799,1.0,34.04
C3H8,300.0,0.799,1.0,31.5
C3H8,300.0,0.799,1.0,24.577
C3H8,300.0,0.8,1.0,36.85
C3H8,300.0,0.802,1.0,18.286
C3H8,300.0,0.803,1.0,24.385
C3H8,300.0,0.804,1.0,31.76
C3H8,300.0,0.811,1.0,32.16
C3H8,300.0,0.895,1.0,29.88
C3H8,300.0,0.895,1.0,31.5
C3H8,300.0,0.897,1.0,36.665
C3H8,300.0,0.897,1.0,26.12
C3H8,300.0,0.899,1.0,38.26
C3H8,300.0,0.901,1.0,34.466
C3H8,300.0,0.902,1.0,36.6
C3H8,300.0,0.903,1.0,29.143
C3H8,300.0,0.904,1.0,37.69
C3H8,300.0,0.905,1.0,32.166
C3H8,300.0,0.907,1.0,37.8
C3H8,300.0,0.993,1.0,31.293
C3H8,300.0,0.995,1.0,36.615
C3H8,300.0,0.997,1.0,40.3
C3H8,300.0,0.998,1.0,33.93
C3H8,300.0,0.999,1.0,38.55
C3H8,300.0,1.001,1.0,36.492
C3H8,300.0,1.002,1.0,41.9
C3H8,300.0,1.002,1.0,30.786
C3H8,300.0,1.005,1.0,41.79
C3H8,300.0,1.006,1.0,27.32
C3H8,300.0,1.1,1.0,41.3
C3H8,300.0,1.101,1.0,36.664
C3H8,300.0,1.102,1.0,43.17
C3H8,300.0,1.103,1.0,42.89
C3H8,300.0,1.104,1.0,38.1
C3H8,300.0,1.104,1.0,35.46
C3H8,300.0,1.105,1.0,36.219
C3H8,300.0,1.108,1.0,44.2
C3H8,300.0,1.11,1.0,41.8
C3H8,300.0,1.115,1.0,40.9
C3H8,300.0,1.197,1.0,39.3
C3H8,300.0,1.198,1.0,35.1
C3H8,300.0,1.198,1.0,31.776
C3H8,300.0,1.2,1.0,42.1
C3H8,300.0,1.201,1.0,34.738
C3H8,300.0,1.201,1.0,25.24
C3H8,300.0,1.202,1.0,39.41
C3H8,300.0,1.205,1.0,39.43
C3H8,300.0,1.205,1.0,22.595
C3H8,300.0,1.205,1.0,39.2
C3H8,300.0,1.205,1.0,33.21
C3H8,300.0,1.294,1.0,21.888
C3H8,300.0,1.299,1.0,28.3
C3H8,300.0,1.299,1.0,31.46
C3H8,300.0,1.299,1.0,38.61
C3H8,300.0,1.3,1.0,27.692
C3H8,300.0,1.301,1.0,27.17
C3H8,300.0,1.302,1.0,35.98
C3H8,300.0,1.302,1.0,37.6
C3H8,300.0,1.304,1.0,34.7
C3H8,300.0,1.307,1.0,33.93
C3H8,371.28,1.0,1.0,58.01
C3H8,392.07,1.0,1.0,64.07
C3H8,400.0,0.801,1.0,46.64
C3H8,400.0,0.802,1.0,44.5
C3H8,400.0,0.9,1.0,51.33
C3H8,400.0,0.9,1.0,54.5
C3H8,400.0,0.998,1.0,57.59
C3H8,400.0,1.001,1.0,60.5
C3H8,400.0,1.094,1.0,58.81
C3H8,400.0,1.102,1.0,63.1
C3H8,400.0,1.199,1.0,59.5
C3H8,400.0,1.208,1.0,56.87
C3H8,400.0,1.3,1.0,50.1
C3H8,400.0,1.301,1.0,27.17
C3H8,400.0,1.304,1.0,49.25
C3H8,405.27,1.0,1.0,67.0
C3H8,411.39,1.0,1.0,73.69
C3H8,414.3,1.0,1.0,68.75
C3H8,414.96,1.0,1.0,69.93
C3H8,420.72,1.2,1.0,65.44
C3H8,421.23,1.0,1.0,71.1
C3H8,429.51,1.0,1.0,75.61
C3H8,430.29,1.0,1.0,71.86
C3H8,431.97,1.2,1.0,69.84
C3H8,432.66,0.8,1.0,56.29
C3H8,433.59,1.0,1.0,79.94
C3H8,445.5,1.0,1.0,78.13
C3H8,446.58,0.8,1.0,62.68
C3H8,447.54,1.2,1.0,74.83
C3H8,450.99,1.0,1.0,82.66
C3H8,451.32,1.2,1.0,73.64
C3H8,453.0,0.8,1.0,65.07
C3H8,457.2,1.0,1.0,86.19
C3H8,459.3,1.2,1.0,79.82
C3H8,459.42,1.0,1.0,79.48
C3H8,464.16,1.2,1.0,79.82
C3H8,471.09,1.2,1.0,85.6
C3H8,472.86,0.8,1.0,70.27
C3H8,475.08,0.8,1.0,65.69
C3H8,476.7,1.0,1.0,86.93
C3H8,480.75,1.2,1.0,87.8
C3H8,489.54,0.8,1.0,70.88
C3H8,493.62,1.2,1.0,93.19
C3H8,493.71,1.2,1.0,85.03
C3H8,500.0,0.689,1.0,110.86
C3H8,500.0,0.708,1.0,56.44
C3H8,500.0,0.791,1.0,125.05
C3H8,500.0,0.795,1.0,76.71
C3H8,500.0,0.801,1.0,71.9
C3H8,500.0,0.802,1.0,68.94
C3H8,500.0,0.889,1.0,135.62
C3H8,500.0,0.894,1.0,82.36
C3H8,500.0,0.902,1.0,87.26
C3H8,500.0,0.902,1.0,79.1
C3H8,500.0,0.991,1.0,142.56
C3H8,500.0,0.995,1.0,93.02
C3H8,500.0,0.998,1.0,84.4
C3H8,500.0,0.998,1.0,89.58
C3H8,500.0,1.089,1.0,145.89
C3H8,500.0,1.093,1.0,92.72
C3H8,500.0,1.103,1.0,91.78
C3H8,500.0,1.104,1.0,87.2
C3H8,500.0,1.191,1.0,92.43
C3H8,500.0,1.192,1.0,144.37
C3H8,500.0,1.2,1.0,86.8
C3H8,500.0,1.204,1.0,88.58
C3H8,500.0,1.287,1.0,127.17
C3H8,500.0,1.296,1.0,77.62
C3H8,500.0,1.3,1.0,77.76
C3H8,500.0,1.306,1.0,78.3
C3H8,500.28,1.0,1.0,93.97
C3H8,504.0,0.8,1.0,78.06
C3H8,508.8,0.8,1.0,81.85
C3H8,509.4,0.8,1.0,75.08
C3H8,513.99,1.2,1.0,98.79
C3H8,516.87,1.0,1.0,101.42
C3H8,516.93,1.0,1.0,98.46
C3H8,517.95,0.8,1.0,80.66
C3H8,521.04,1.2,1.0,93.42
C3H8,525.24,1.2,1.0,103.18
C3H8,529.2,0.8,1.0,86.25
C3H8,533.52,0.8,1.0,85.66
C3H8,534.9,1.0,1.0,105.91
C3H8,534.99,1.2,1.0,98.21
C3H8,542.61,0.8,1.0,91.04
C3H8,544.05,1.2,1.0,106.18
C3H8,549.42,1.0,1.0,112.77
C3H8,550.14,0.8,1.0,90.05
C3H8,557.52,1.2,1.0,104.4
C3H8,564.6,0.8,1.0,98.23
C3H8,570.03,0.8,1.0,93.65
C3H8,571.59,1.0,1.0,120.21
C3H8,592.5,0.8,1.0,104.03
C3H8,650.0,0.689,1.0,113.27
C3H8,650.0,0.689,1.0,110.86
C3H8,650.0,0.791,1.0,131.09
C3H8,650.0,0.791,1.0,125.05
C3H8,650.0,0.889,1.0,135.62
C3H8,650.0,0.892,1.0,147.69
C3H8,650.0,0.976,1.0,157.11
C3H8,650.0,0.991,1.0,142.56
C3H8,650.0,1.089,1.0,145.89
C3H8,650.0,1.092,1.0,161.59
C3H8,650.0,1.168,1.0,158.94
C3H8,650.0,1.192,1.0,144.37
C3H8,650.0,1.281,1.0,148.94
C3H8,650.0,1.287,1.0,127.17
CH4-air,300.0,0.6,1.0,10.43
CH4-air,300.0,0.62,1.0,12.78
CH4-air,300.0,0.7,1.0,16.348
CH4-air,300.0,0.72,1.0,19.47
CH4-air,300.0,0.8,1.0,24.944
CH4-air,300.0,0.82,1.0,26.35
CH4-air,300.0,0.9,1.0,30.801
CH4-air,300.0,0.92,1.0,31.32
CH4-air,300.0,1.0,1.0,35.2
CH4-air,300.0,1.02,1.0,35.62
CH4-air,300.0,1.1,1.0,36.277
CH4-air,300.0,1.12,1.0,36.94
CH4-air,300.0,1.2,1.0,32.268
CH4-air,300.0,1.22,1.0,31.66
CH4-air,300.0,1.3,1.0,24.57
CH4-air,300.0,1.32,1.0,23.52
CH4-air,300.0,1.35,1.0,21.39
CH4-air,300.0,1.4,1.0,17.043
CH4-air,300.0,1.42,1.0,16.62
CH4-air,399.0,1.0,1.0,49.4
CH4-air,423.0,1.0,1.0,56.0
CH4-air,426.0,1.0,1.0,53.25
CH4-air,438.0,1.0,1.0,64.0
CH4-air,439.8,1.0,1.0,29.0
CH4-air,443.1,1.0,1.0,31.2
CH4-air,447.0,1.0,1.0,63.0
CH4-air,450.0,1.0,1.0,61.8
CH4-air,453.0,1.0,1.0,66.0
CH4-air,459.0,1.0,1.0,72.0
CH4-air,463.2,1.0,1.0,35.9
CH4-air,468.0,0.7,1.0,42.0
CH4-air,468.0,1.0,1.0,69.0
CH4-air,470.4,0.7,5.0,19.8
CH4-air,473.4,1.0,1.0,38.3
CH4-air,474.0,1.0,1.0,65.667
CH4-air,477.0,0.7,1.0,44.0
CH4-air,477.0,1.0,1.0,75.0
CH4-air,477.9,1.0,1.0,38.9
CH4-air,484.8,1.3,1.0,69.4
CH4-air,484.8,1.3,5.0,32.8
CH4-air,486.0,1.0,1.0,76.0
CH4-air,489.0,0.7,1.0,46.0
CH4-air,489.6,1.0,1.0,42.8
CH4-air,490.5,0.7,1.0,56.0
CH4-air,495.0,1.0,1.0,78.0
CH4-air,496.5,1.0,1.0,44.7
CH4-air,498.0,0.7,1.0,50.0
CH4-air,499.2,1.0,1.0,47.7
CH4-air,500.0,0.7,1.0,18.231
CH4-air,500.0,0.7,2.0,32.365
CH4-air,500.0,0.7,3.0,25.995
CH4-air,500.0,0.7,5.0,17.63
CH4-air,500.0,0.8,1.0,22.061
CH4-air,500.0,0.8,2.0,40.825
CH4-air,500.0,0.8,3.0,33.985
CH4-air,500.0,0.8,5.0,24.39
CH4-air,500.0,0.9,1.0,27.905
CH4-air,500.0,0.9,2.0,48.02
CH4-air,500.0,0.9,3.0,39.625
CH4-air,500.0,0.9,5.0,33.435
CH4-air,500.0,1.0,1.0,30.598
CH4-air,500.0,1.0,2.0,54.215
CH4-air,500.0,1.0,3.0,46.245
CH4-air,500.0,1.0,5.0,38.845
CH4-air,500.0,1.1,1.0,30.731
CH4-air,500.0,1.1,2.0,54.53
CH4-air,500.0,1.1,3.0,46.735
CH4-air,500.0,1.1,5.0,40.175
CH4-air,500.0,1.2,1.0,27.078
CH4-air,500.0,1.2,2.0,47.775
CH4-air,500.0,1.2,3.0,41.31
CH4-air,500.0,1.2,5.0,33.955
CH4-air,500.0,1.3,1.0,21.127
CH4-air,500.0,1.3,2.0,37.67
CH4-air,500.0,1.3,3.0,32.17
CH4-air,500.0,1.3,5.0,23.575
CH4-air,501.0,1.0,1.0,76.75
CH4-air,504.0,0.7,1.0,50.0
CH4-air,505.2,0.7,5.0,23.8
CH4-air,507.0,1.0,1.0,81.0
CH4-air,507.0,1.3,5.0,36.6
CH4-air,507.3,1.3,1.0,76.0
CH4-air,510.0,0.7,1.0,50.0
CH4-air,513.0,0.7,1.0,54.0
CH4-air,514.2,0.7,1.0,62.6
CH4-air,516.6,1.0,1.0,51.6
CH4-air,517.5,0.7,5.0,24.7
CH4-air,519.0,0.7,1.0,55.0
CH4-air,519.0,1.0,1.0,84.0
CH4-air,525.0,0.7,1.0,56.0
CH4-air,525.9,1.3,1.0,82.3
CH4-air,525.9,1.3,5.0,41.0
CH4-air,531.0,1.0,1.0,91.0
CH4-air,532.2,1.0,5.0,32.0
CH4-air,536.1,0.7,1.0,68.3
CH4-air,537.0,0.7,1.0,59.0
CH4-air,543.0,1.0,1.0,94.0
CH4-air,544.2,1.0,1.0,56.8
CH4-air,546.0,0.7,1.0,60.0
CH4-air,547.2,1.0,5.0,35.3
CH4-air,547.8,1.3,5.0,44.5
CH4-air,548.1,1.3,1.0,89.9
CH4-air,549.0,1.0,1.0,93.5
CH4-air,552.0,1.0,1.0,87.0
CH4-air,553.2,0.7,5.0,29.6
CH4-air,555.0,0.7,1.0,61.0
CH4-air,557.1,1.0,1.0,63.2
CH4-air,559.2,0.7,1.0,74.6
CH4-air,561.0,1.0,5.0,39.4
CH4-air,564.0,0.7,1.0,65.0
CH4-air,566.1,1.0,1.0,64.8
CH4-air,567.6,1.3,5.0,48.3
CH4-air,568.5,1.3,1.0,97.1
CH4-air,570.0,0.7,1.0,68.0
CH4-air,573.9,1.0,1.0,66.8
CH4-air,576.0,1.0,1.0,105.0
CH4-air,578.1,1.0,5.0,43.9
CH4-air,579.0,0.7,1.0,69.0
CH4-air,581.1,0.7,1.0,81.5
CH4-air,582.0,0.7,1.0,71.0
CH4-air,590.1,1.3,5.0,53.6
CH4-air,590.7,1.3,1.0,104.7
CH4-air,591.0,0.7,5.0,35.0
CH4-air,594.0,0.7,1.0,73.0
CH4-air,594.0,1.0,5.0,48.6
CH4-air,597.9,1.0,1.0,72.3
CH4-air,604.8,0.7,1.0,89.0
CH4-air,606.0,0.7,1.0,75.0
CH4-air,607.8,1.3,5.0,56.5
CH4-air,608.1,1.3,1.0,111.3
CH4-air,611.4,1.0,5.0,53.2
CH4-air,615.6,1.0,1.0,75.9
CH4-air,621.0,0.7,5.0,39.9
CH4-air,624.0,0.7,1.0,95.3
CH4-air,624.3,1.0,1.0,82.8
CH4-air,626.7,1.0,5.0,57.9
CH4-air,629.4,1.0,1.0,85.0
CH4-air,633.0,1.3,1.0,121.4
CH4-air,634.2,1.3,5.0,62.8
CH4-air,635.4,1.3,1.0,121.7
CH4-air,636.3,1.0,1.0,85.2
CH4-air,638.1,1.3,5.0,64.0
CH4-air,639.9,1.3,1.0,123.9
CH4-air,645.6,1.0,5.0,63.7
CH4-air,647.4,0.7,1.0,103.6
CH4-air,650.1,0.7,5.0,44.5
CH4-air,650.4,1.3,1.0,128.4
CH4-air,650.4,1.3,5.0,66.5
CH4-air,653.4,1.3,1.0,129.6
CH4-air,653.7,1.3,5.0,67.2
CH4-air,663.6,0.7,5.0,47.6
CH4-air,664.8,1.0,5.0,70.3
CH4-air,667.5,0.7,1.0,110.8
CH4-air,668.1,1.3,1.0,135.6
CH4-air,668.1,1.3,5.0,71.0
CH4-air,668.7,1.0,5.0,70.6
CH4-air,682.5,1.0,5.0,75.3
CH4-air,683.7,0.7,5.0,51.4
CH4-air,684.9,0.7,1.0,116.8
CH4-air,689.4,1.3,1.0,145.1
CH4-air,694.2,1.0,5.0,79.7
CH4-air,710.4,0.7,5.0,56.5
CH4-air,710.4,1.0,5.0,85.5
CH4-air,713.1,1.3,1.0,155.8
CH4-air,726.0,1.0,5.0,91.6
CH4-air,730.5,1.0,5.0,92.4
CH4-air,733.2,0.7,5.0,61.4
CH4-air,750.3,0.7,5.0,65.1
CH4-air,750.6,1.3,1.0,173.8
CH4-air,753.6,1.0,5.0,101.2
CH4/H2-air,300.0,0.694,1.0,21.383
CH4/H2-air,300.0,0.697,1.0,20.752
CH4/H2-air,300.0,0.699,1.0,22.152
CH4/H2-air,300.0,0.7,1.0,28.344
CH4/H2-air,300.0,0.7,1.0,25.735
CH4/H2-air,300.0,0.701,1.0,30.395
CH4/H2-air,300.0,0.702,1.0,26.319
CH4/H2-air,300.0,0.703,1.0,23.291
CH4/H2-air,300.0,0.704,1.0,34.607
CH4/H2-air,300.0,0.705,1.0,30.3
CH4/H2-air,300.0,0.711,1.0,19.338
CH4/H2-air,300.0,0.788,1.0,31.128
CH4/H2-air,300.0,0.793,1.0,39.033
CH4/H2-air,300.0,0.796,1.0,38.772
CH4/H2-air,300.0,0.796,1.0,35.38
CH4/H2-air,300.0,0.797,1.0,35.53
CH4/H2-air,300.0,0.798,1.0,32.192
CH4/H2-air,300.0,0.799,1.0,31.13
CH4/H2-air,300.0,0.801,1.0,36.467
CH4/H2-air,300.0,0.803,1.0,29.67
CH4/H2-air,300.0,0.804,1.0,39.292
CH4/H2-air,300.0,0.805,1.0,28.746
CH4/H2-air,300.0,0.807,1.0,30.236
CH4/H2-air,300.0,0.885,1.0,38.058
CH4/H2-air,300.0,0.897,1.0,40.668
CH4/H2-air,300.0,0.898,1.0,39.87
CH4/H2-air,300.0,0.9,1.0,43.46
CH4/H2-air,300.0,0.9,1.0,42.2
CH4/H2-air,300.0,0.901,1.0,39.781
CH4/H2-air,300.0,0.902,1.0,48.677
CH4/H2-air,300.0,0.904,1.0,46.069
CH4/H2-air,300.0,0.906,1.0,35.398
CH4/H2-air,300.0,0.907,1.0,36.27
CH4/H2-air,300.0,0.91,1.0,46.607
CH4/H2-air,300.0,0.987,1.0,38.942
CH4/H2-air,300.0,0.99,1.0,42.419
CH4/H2-air,300.0,0.993,1.0,46.987
CH4/H2-air,300.0,0.996,1.0,47.626
CH4/H2-air,300.0,0.996,1.0,53.443
CH4/H2-air,300.0,0.997,1.0,48.348
CH4/H2-air,300.0,0.998,1.0,43.927
CH4/H2-air,300.0,0.999,1.0,51.578
CH4/H2-air,300.0,1.001,1.0,45.15
CH4/H2-air,300.0,1.005,1.0,59.3
CH4/H2-air,300.0,1.006,1.0,40.641
CH4/H2-air,300.0,1.009,1.0,42.945
CH4/H2-air,300.0,1.084,1.0,43.983
CH4/H2-air,300.0,1.096,1.0,44.058
CH4/H2-air,300.0,1.098,1.0,45.24
CH4/H2-air,300.0,1.099,1.0,48.382
CH4/H2-air,300.0,1.1,1.0,50.488
CH4/H2-air,300.0,1.1,1.0,50.898
CH4/H2-air,300.0,1.101,1.0,40.746
CH4/H2-air,300.0,1.102,1.0,54.992
CH4/H2-air,300.0,1.106,1.0,42.196
CH4/H2-air,300.0,1.107,1.0,64.959
CH4/H2-air,300.0,1.109,1.0,44.244
CH4/H2-air,300.0,1.181,1.0,40.162
CH4/H2-air,300.0,1.195,1.0,35.524
CH4/H2-air,300.0,1.196,1.0,48.655
CH4/H2-air,300.0,1.196,1.0,50.639
CH4/H2-air,300.0,1.198,1.0,41.49
CH4/H2-air,300.0,1.199,1.0,57.28
CH4/H2-air,300.0,1.2,1.0,38.794
CH4/H2-air,300.0,1.201,1.0,36.228
CH4/H2-air,300.0,1.202,1.0,64.299
CH4/H2-air,300.0,1.204,1.0,33.408
CH4/H2-air,300.0,1.208,1.0,40.552
CH4/H2-air,300.0,1.209,1.0,47.871
CH4/H2-air,300.0,1.286,1.0,30.968
CH4/H2-air,300.0,1.295,1.0,23.287
CH4/H2-air,300.0,1.296,1.0,41.198
CH4/H2-air,300.0,1.297,1.0,24.672
CH4/H2-air,300.0,1.298,1.0,41.343
CH4/H2-air,300.0,1.298,1.0,32.996
CH4/H2-air,300.0,1.299,1.0,45.422
CH4/H2-air,300.0,1.3,1.0,31.226
CH4/H2-air,300.0,1.302,1.0,27.387
CH4/H2-air,300.0,1.303,1.0,37.821
CH4/H2-air,300.0,1.306,1.0,36.647
CH4/H2-air,300.0,1.322,1.0,30.719
CH4/H2-air,338.7,1.0,1.0,70.1
CH4/H2-air,354.0,1.0,1.0,75.8
CH4/H2-air,357.6,1.0,1.0,77.8
CH4/H2-air,365.7,1.0,1.0,55.1
CH4/H2-air,370.5,1.0,1.0,82.3
CH4/H2-air,374.7,0.8,1.0,62.4
CH4/H2-air,383.7,1.0,1.0,52.4
CH4/H2-air,385.2,1.0,1.0,61.5
CH4/H2-air,386.7,1.0,1.0,88.0
CH4/H2-air,387.0,1.0,1.0,54.0
CH4/H2-air,392.7,0.8,1.0,67.8
CH4/H2-air,397.2,1.0,1.0,93.5
CH4/H2-air,401.7,1.0,1.0,66.3
CH4/H2-air,402.0,1.0,1.0,95.4
CH4/H2-air,411.0,1.0,1.0,64.65
CH4/H2-air,412.5,0.8,1.0,75.5
CH4/H2-air,419.7,1.0,1.0,105.1
CH4/H2-air,422.7,1.0,1.0,62.6
CH4/H2-air,423.9,1.0,1.0,73.0
CH4/H2-air,428.1,1.0,1.0,62.6
CH4/H2-air,429.6,1.2,1.0,58.5
CH4/H2-air,430.5,1.0,1.0,75.6
CH4/H2-air,433.8,0.8,1.0,83.6
CH4/H2-air,435.0,1.2,1.0,60.0
CH4/H2-air,436.8,1.0,1.0,114.1
CH4/H2-air,439.2,1.0,1.0,76.5
CH4/H2-air,439.8,1.0,1.0,114.0
CH4/H2-air,440.4,1.2,1.0,60.8
CH4/H2-air,441.6,1.0,1.0,67.4
CH4/H2-air,444.27,0.8,1.0,54.81
CH4/H2-air,444.3,0.8,1.0,54.8
CH4/H2-air,445.68,1.2,1.0,73.46
CH4/H2-air,445.8,1.2,1.0,73.5
CH4/H2-air,446.4,1.0,1.0,79.4
CH4/H2-air,447.3,0.8,1.0,88.1
CH4/H2-air,447.51,0.8,1.0,54.16
CH4/H2-air,447.6,0.8,1.0,54.2
CH4/H2-air,449.1,1.0,1.0,120.5
CH4/H2-air,449.7,1.0,1.0,69.85
CH4/H2-air,453.0,1.0,1.0,72.9
CH4/H2-air,453.9,0.8,1.0,56.3
CH4/H2-air,453.99,0.8,1.0,56.3
CH4/H2-air,455.01,1.2,1.0,77.31
CH4/H2-air,455.1,1.2,1.0,77.3
CH4/H2-air,457.5,0.8,1.0,93.5
CH4/H2-air,458.61,0.8,1.0,56.73
CH4/H2-air,458.7,0.8,1.0,56.7
CH4/H2-air,459.0,1.2,1.0,63.8
CH4/H2-air,464.1,1.0,1.0,128.2
CH4/H2-air,464.4,1.0,1.0,85.1
CH4/H2-air,464.7,1.2,1.0,64.2
CH4/H2-air,467.4,1.2,1.0,80.4
CH4/H2-air,467.46,1.2,1.0,80.38
CH4/H2-air,467.7,1.2,1.0,66.9
CH4/H2-air,471.0,0.8,1.0,97.4
CH4/H2-air,471.57,0.8,1.0,60.15
CH4/H2-air,471.6,0.8,1.0,60.2
CH4/H2-air,472.5,1.2,1.0,68.1
CH4/H2-air,474.0,1.0,1.0,76.7
CH4/H2-air,476.7,1.2,1.0,83.5
CH4/H2-air,476.79,1.2,1.0,83.46
CH4/H2-air,478.8,1.0,1.0,90.9
CH4/H2-air,479.7,0.8,1.0,102.5
CH4/H2-air,480.6,1.0,1.0,91.9
CH4/H2-air,481.2,0.8,1.0,62.3
CH4/H2-air,481.26,0.8,1.0,62.29
CH4/H2-air,483.3,1.2,1.0,70.0
CH4/H2-air,484.5,0.8,1.0,63.4
CH4/H2-air,484.53,0.8,1.0,63.36
CH4/H2-air,485.4,1.0,1.0,137.2
CH4/H2-air,490.5,1.0,1.0,95.7
CH4/H2-air,492.3,0.8,1.0,65.1
CH4/H2-air,492.39,0.8,1.0,65.08
CH4/H2-air,493.14,1.2,1.0,88.08
CH4/H2-air,493.2,1.2,1.0,88.1
CH4/H2-air,493.5,1.2,1.0,72.3
CH4/H2-air,494.1,0.8,1.0,107.0
CH4/H2-air,495.6,1.0,1.0,97.0
CH4/H2-air,500.4,1.2,1.0,76.5
CH4/H2-air,500.7,1.0,1.0,143.9
CH4/H2-air,501.18,0.8,1.0,67.22
CH4/H2-air,501.3,0.8,1.0,67.2
CH4/H2-air,503.1,1.2,1.0,91.9
CH4/H2-air,503.25,1.2,1.0,91.92
CH4/H2-air,504.6,0.8,1.0,112.4
CH4/H2-air,505.2,1.0,1.0,82.4
CH4/H2-air,506.7,1.2,1.0,78.1
CH4/H2-air,507.0,1.0,1.0,100.2
CH4/H2-air,507.18,0.8,1.0,69.14
CH4/H2-air,507.3,0.8,1.0,69.1
CH4/H2-air,513.0,1.0,1.0,103.7
CH4/H2-air,513.9,1.0,1.0,150.4
CH4/H2-air,516.0,1.2,1.0,80.0
CH4/H2-air,516.9,0.8,1.0,70.62
CH4/H2-air,517.8,0.8,1.0,118.2
CH4/H2-air,521.1,1.0,1.0,89.8
CH4/H2-air,521.4,1.0,1.0,107.6
CH4/H2-air,522.3,1.2,1.0,83.1
CH4/H2-air,524.7,0.8,1.0,122.0
CH4/H2-air,525.0,1.2,1.0,98.8
CH4/H2-air,525.03,1.2,1.0,98.85
CH4/H2-air,526.14,0.8,1.0,72.78
CH4/H2-air,526.2,0.8,1.0,72.8
CH4/H2-air,529.8,1.0,1.0,159.7
CH4/H2-air,530.7,1.0,1.0,91.7
CH4/H2-air,531.24,1.2,1.0,101.15
CH4/H2-air,531.3,1.2,1.0,101.2
CH4/H2-air,531.6,1.2,1.0,83.8
CH4/H2-air,533.55,0.8,1.0,76.0
CH4/H2-air,533.7,0.8,1.0,76.0
CH4/H2-air,533.7,1.0,1.0,111.8
CH4/H2-air,539.7,1.0,1.0,93.6
CH4/H2-air,540.0,0.8,1.0,128.7
CH4/H2-air,541.8,1.2,1.0,86.2
CH4/H2-air,542.7,0.8,1.0,75.8
CH4/H2-air,542.79,0.8,1.0,75.77
CH4/H2-air,542.91,1.2,1.0,104.62
CH4/H2-air,543.0,1.2,1.0,104.6
CH4/H2-air,549.0,1.0,1.0,169.6
CH4/H2-air,550.0,0.688,1.0,77.8
CH4/H2-air,550.0,0.695,1.0,67.4
CH4/H2-air,550.0,0.696,1.0,94.8
CH4/H2-air,550.0,0.698,1.0,99.25
CH4/H2-air,550.0,0.711,1.0,91.8
CH4/H2-air,550.0,0.789,1.0,95.2
CH4/H2-air,550.0,0.796,1.0,83.7
CH4/H2-air,550.0,0.798,1.0,131.5
CH4/H2-air,550.0,0.799,1.0,103.1
CH4/H2-air,550.0,0.8,1.0,123.6
CH4/H2-air,550.0,0.811,1.0,108.6
CH4/H2-air,550.0,0.888,1.0,105.5
CH4/H2-air,550.0,0.9,1.0,119.433
CH4/H2-air,550.0,0.905,1.0,160.8
CH4/H2-air,550.0,0.909,1.0,126.9
CH4/H2-air,550.0,0.992,1.0,114.3
CH4/H2-air,550.0,0.999,1.0,113.3
CH4/H2-air,550.0,1.0,1.0,149.7
CH4/H2-air,550.0,1.003,1.0,168.2
CH4/H2-air,550.0,1.012,1.0,134.2
CH4/H2-air,550.0,1.088,1.0,116.2
CH4/H2-air,550.0,1.098,1.0,151.1
CH4/H2-air,550.0,1.099,1.0,128.6
CH4/H2-air,550.0,1.1,1.0,137.35
CH4/H2-air,550.0,1.11,1.0,136.6
CH4/H2-air,550.0,1.189,1.0,108.6
CH4/H2-air,550.0,1.2,1.0,167.4
CH4/H2-air,550.0,1.202,1.0,142.5
CH4/H2-air,550.0,1.203,1.0,106.8
CH4/H2-air,550.0,1.211,1.0,131.0
CH4/H2-air,550.0,1.291,1.0,92.0
CH4/H2-air,550.0,1.301,1.0,152.8
CH4/H2-air,550.0,1.302,1.0,105.45
CH4/H2-air,550.0,1.303,1.0,103.4
CH4/H2-air,550.0,1.314,1.0,116.4
CH4/H2-air,550.2,0.8,1.0,133.6
CH4/H2-air,550.2,1.0,1.0,117.2
